trial,raw_file,n_toggles,n_detected,detected_frac,latency_mean_us,latency_std_us,latency_median_us,latency_p95_us,latency_min_us,latency_max_us,iqr_outlier_count,iqr_outlier_frac,trial_mean_outlier_flag,trial_mean_modified_z
R01_s31_latency_trial1_1000Hz,R01_s31_latency_trial1_1000Hz.raw,10,10,1.0,22.499999999947562,36.020133258962346,9.999999999621423,84.59999999965707,0.0,125.99999999984846,1,0.1,0.0,1.2044642857458696
R02_s31_latency_trial2_1000Hz,R02_s31_latency_trial2_1000Hz.raw,10,10,1.0,10.799999999600018,13.219682295793966,5.999999999950489,36.69999999971195,0.9999999992515995,42.999999999793204,2,0.2,0.0,-0.6745
R03_s31_latency_trial3_1000Hz,R03_s31_latency_trial3_1000Hz.raw,10,10,1.0,14.999999999654179,22.706827167134612,4.499999999740822,54.04999999985,0.0,76.99999999966067,1,0.1,0.0,0.0
OVERALL,,30,30,1.0,16.09999999973392,26.192047139017756,6.500000000020378,61.69999999972022,0.0,125.99999999984846,2,0.06666666666666667,nan,nan
