raw_file,total_events,bin_ms,onset_s,noise_mean,noise_std,signal_mean,signal_std,peaks_detected,freq_hz,period_mean_ms,period_std_ms,dt_mean_us,dt_median_us,dt_p95_us,snr_ratio,snr_z
recording_2026-04-27_21-46-43.raw,78673289,1.0,3.9778189999999998,9.367,3.4403940181322255,27504.525708289613,34164.369456597065,703,369.47368421052624,2.706552706552707,3.867379439452946,0.020299643155465837,0.0,0.0,2936.3217367662655,7991.8633050108065
