video,source_path,codec_name,metadata_width,metadata_height,avg_fps,duration_s,metadata_frames,sampled_frames,packet_bits,packet_symbols,match_status,mean_pattern_correlation,min_pattern_correlation,mean_symbol_px,aggregate_symbols_scored,aggregate_symbol_errors,aggregate_symbol_match_rate,reverse_scan_frames,forward_scan_frames,mean_saturation_pct,mean_bright_pct,diagnostic_plot,sample_frame_dir,packet_source
7-14test9pixel.mp4,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\captures\3.2\7aVSevk4\7-14test9pixel.mp4,h264,1920,1080,29.8329002432802,5.631367,168,11,101010101010101011110000101001010011110001011010,48,packet_match_candidate,0.8406499624252319,0.7593243718147278,53.04545593261719,184,1,0.9945652173913043,11,0,12.3557710647583,44.171905517578125,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\plots\3.2\s32_pixel7a_packet_match_7_14_500_200000_widestripe_7-14test9pixel_diagnostic.png,,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\pru1_pwm_CFK_continuous_1000Hz\main.c
7-14test10pixel.mp4,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\captures\3.2\7aVSevk4\7-14test10pixel.mp4,h264,1920,1080,29.821761497211813,5.2981,158,11,101010101010101011110000101001010011110001011010,48,packet_match_candidate,0.8237154483795166,0.7872359156608582,52.95454406738281,185,2,0.9891891891891892,10,1,12.695611000061035,42.926780700683594,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\plots\3.2\s32_pixel7a_packet_match_7_14_500_200000_widestripe_7-14test10pixel_diagnostic.png,,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\pru1_pwm_CFK_continuous_1000Hz\main.c
