bit_index,kind,message_index,expected_bit,decoded_bit,median_value,sample_count,correct,video
108,preamble,2,1,0,1.0449312925338745,107,0,7-1T6.mp4
112,preamble,2,1,1,0.01575746014714241,107,1,7-1T6.mp4
115,preamble,2,0,1,0.015738386660814285,107,0,7-1T6.mp4
118,preamble,2,1,0,0.9646631479263306,107,0,7-1T6.mp4
122,preamble,2,1,1,0.01602998375892639,107,1,7-1T6.mp4
125,preamble,2,0,1,0.017281416803598404,107,0,7-1T6.mp4
128,preamble,2,1,0,0.9541065096855164,107,0,7-1T6.mp4
132,preamble,2,1,1,0.024145077913999557,107,1,7-1T6.mp4
135,preamble,2,0,1,0.030540239065885544,107,0,7-1T6.mp4
138,payload,2,1,0,0.992933452129364,107,0,7-1T6.mp4
142,payload,2,0,0,0.908003032207489,107,1,7-1T6.mp4
145,payload,2,0,1,0.06446603685617447,107,0,7-1T6.mp4
148,payload,2,0,1,0.03840366005897522,107,0,7-1T6.mp4
152,preamble,3,0,0,0.9526997208595276,107,1,7-1T6.mp4
155,preamble,3,1,0,0.9320573210716248,107,0,7-1T6.mp4
158,preamble,3,0,1,0.027255596593022346,102,0,7-1T6.mp4
159,preamble,3,1,1,0.021547578275203705,5,1,7-1T6.mp4
162,preamble,3,0,0,0.9826440215110779,107,1,7-1T6.mp4
165,preamble,3,1,0,0.9328033328056335,107,0,7-1T6.mp4
168,preamble,3,0,1,0.015293046832084656,91,0,7-1T6.mp4
169,preamble,3,1,1,0.0090381084010005,16,1,7-1T6.mp4
172,preamble,3,0,0,0.9387875199317932,107,1,7-1T6.mp4
175,preamble,3,1,1,0.39361876249313354,107,1,7-1T6.mp4
178,preamble,3,0,1,0.0026738871820271015,80,0,7-1T6.mp4
179,preamble,3,1,1,0.010437987744808197,27,1,7-1T6.mp4
182,payload,3,0,0,0.9449761509895325,107,1,7-1T6.mp4
185,payload,3,0,0,0.9423507452011108,107,1,7-1T6.mp4
188,payload,3,0,1,0.03100680187344551,69,0,7-1T6.mp4
189,payload,3,1,1,0.01746770739555359,38,1,7-1T6.mp4
192,preamble,4,1,1,0.026846447959542274,107,1,7-1T6.mp4
195,preamble,4,0,0,0.9446492791175842,107,1,7-1T6.mp4
198,preamble,4,1,0,0.9441418647766113,58,0,7-1T6.mp4
199,preamble,4,0,0,0.9464209079742432,49,1,7-1T6.mp4
202,preamble,4,1,1,0.026846447959542274,107,1,7-1T6.mp4
205,preamble,4,0,0,0.9378809928894043,107,1,7-1T6.mp4
208,preamble,4,1,0,1.0177662372589111,48,0,7-1T6.mp4
209,preamble,4,0,0,1.0255749225616455,59,1,7-1T6.mp4
212,preamble,4,1,1,0.05203154310584068,107,1,7-1T6.mp4
215,preamble,4,0,0,0.971956729888916,107,1,7-1T6.mp4
218,preamble,4,1,0,1.037885069847107,37,0,7-1T6.mp4
219,preamble,4,0,0,1.0430941581726074,70,1,7-1T6.mp4
222,preamble,4,1,1,0.026846447959542274,107,1,7-1T6.mp4
225,payload,4,0,0,0.9207196235656738,107,1,7-1T6.mp4
228,payload,4,0,1,0.0407864935696125,26,0,7-1T6.mp4
229,payload,4,0,1,0.022176995873451233,81,0,7-1T6.mp4
232,payload,4,1,1,-0.008470389060676098,107,1,7-1T6.mp4
235,preamble,5,1,1,-0.00850946456193924,107,1,7-1T6.mp4
238,preamble,5,0,1,-0.0007609667954966426,15,0,7-1T6.mp4
239,preamble,5,1,1,-0.008753844536840916,92,1,7-1T6.mp4
242,preamble,5,0,0,0.9507824182510376,107,1,7-1T6.mp4
245,preamble,5,1,1,0.022523896768689156,107,1,7-1T6.mp4
248,preamble,5,0,1,-0.004380925092846155,4,0,7-1T6.mp4
249,preamble,5,1,1,0.024474941194057465,103,1,7-1T6.mp4
252,preamble,5,0,0,1.2566602230072021,107,1,7-1T6.mp4
255,preamble,5,1,1,0.024375999346375465,107,1,7-1T6.mp4
