trial_id,sensor_type,modulation,frequency_hz,lux,distance_cm,bits_transmitted,bits_scored,bit_errors,sensing_window_s,sensing_power_w,sensing_idle_power_w,compute_window_s,compute_power_w,compute_idle_power_w,sensing_power_uncertainty_w,sensing_idle_power_uncertainty_w,compute_power_uncertainty_w,compute_idle_power_uncertainty_w,capture_file,power_log_file,power_source,decode_log_file,notes,score_fraction,ber,correct_bits,sensing_active_power_w,compute_active_power_w,sensing_active_power_uncertainty_w,compute_active_power_uncertainty_w,sensing_energy_j_gross,sensing_energy_j_active,compute_energy_j_gross,compute_energy_j_active,total_energy_j_gross,total_energy_j_active,sensing_energy_j_gross_uncertainty,sensing_energy_j_active_uncertainty,compute_energy_j_gross_uncertainty,compute_energy_j_active_uncertainty,total_energy_j_gross_uncertainty,total_energy_j_active_uncertainty,sensing_active_j_per_tx_bit,compute_active_j_per_tx_bit,gross_j_per_tx_bit,active_j_per_tx_bit,gross_j_per_scored_bit,active_j_per_scored_bit,gross_j_per_correct_bit,active_j_per_correct_bit,gross_j_per_tx_bit_uncertainty,active_j_per_tx_bit_uncertainty,gross_j_per_scored_bit_uncertainty,active_j_per_scored_bit_uncertainty,gross_j_per_correct_bit_uncertainty,active_j_per_correct_bit_uncertainty
s32_evk4_ook_1500hz_energy_t1,EVK4,OOK,1500,540,50,1408,1408,377,0.965816,0.513,0.467,0,0,0,0.001,0.001,0,0,s32_evk4_ook_1500hz_energy_t1.raw,evk4_usb_meter_manual_reading,evk4_usb_meter_manual_reading,data/3.1/replication/s32_evk4_ook_1500hz_energy_decode_summary.csv,"receiver-only EVK4 sensing energy at 540 lux and 50 cm; power method=manual USB meter reading on EVK4 receiver supply, active 0.513 W minus idle 0.467 W; uncertainty dominated by USB meter display precision/rounding and manual reading timing; host compute and transmitter power excluded; truth_bits=10110010110; repeats=128; guard_bits=20",1,0.267756,1031,0.046,0,0.00141421,0,0.495464,0.0444275,0,0,0.495464,0.0444275,0.000965816,0.00136587,0,0,0.000965816,0.00136587,3.15536e-05,0,0.000351892,3.15536e-05,0.000351892,3.15536e-05,0.000480566,4.30917e-05,6.85949e-07,9.70078e-07,6.85949e-07,9.70078e-07,9.36776e-07,1.3248e-06
s32_evk4_ook_1500hz_energy_t2,EVK4,OOK,1500,540,50,1408,1408,364,0.965816,0.513,0.467,0,0,0,0.001,0.001,0,0,s32_evk4_ook_1500hz_energy_t2.raw,evk4_usb_meter_manual_reading,evk4_usb_meter_manual_reading,data/3.1/replication/s32_evk4_ook_1500hz_energy_decode_summary.csv,"receiver-only EVK4 sensing energy at 540 lux and 50 cm; power method=manual USB meter reading on EVK4 receiver supply, active 0.513 W minus idle 0.467 W; uncertainty dominated by USB meter display precision/rounding and manual reading timing; host compute and transmitter power excluded; truth_bits=10110010110; repeats=128; guard_bits=20",1,0.258523,1044,0.046,0,0.00141421,0,0.495464,0.0444275,0,0,0.495464,0.0444275,0.000965816,0.00136587,0,0,0.000965816,0.00136587,3.15536e-05,0,0.000351892,3.15536e-05,0.000351892,3.15536e-05,0.000474582,4.25551e-05,6.85949e-07,9.70078e-07,6.85949e-07,9.70078e-07,9.25111e-07,1.3083e-06
s32_evk4_ook_1500hz_energy_t3,EVK4,OOK,1500,540,50,1408,1408,345,0.965816,0.513,0.467,0,0,0,0.001,0.001,0,0,s32_evk4_ook_1500hz_energy_t3.raw,evk4_usb_meter_manual_reading,evk4_usb_meter_manual_reading,data/3.1/replication/s32_evk4_ook_1500hz_energy_decode_summary.csv,"receiver-only EVK4 sensing energy at 540 lux and 50 cm; power method=manual USB meter reading on EVK4 receiver supply, active 0.513 W minus idle 0.467 W; uncertainty dominated by USB meter display precision/rounding and manual reading timing; host compute and transmitter power excluded; truth_bits=10110010110; repeats=128; guard_bits=20",1,0.245028,1063,0.046,0,0.00141421,0,0.495464,0.0444275,0,0,0.495464,0.0444275,0.000965816,0.00136587,0,0,0.000965816,0.00136587,3.15536e-05,0,0.000351892,3.15536e-05,0.000351892,3.15536e-05,0.000466099,4.17945e-05,6.85949e-07,9.70078e-07,6.85949e-07,9.70078e-07,9.08576e-07,1.28492e-06
