sensor_type,lux,modulation,frequency_hz,n_trials,total_bits_transmitted,total_bits_scored,total_bit_errors,total_correct_bits,pooled_ber,pooled_score_fraction,pooled_sensing_active_j_per_tx_bit,pooled_compute_active_j_per_tx_bit,pooled_active_j_per_tx_bit,pooled_gross_j_per_tx_bit,pooled_active_j_per_correct_bit,pooled_active_j_per_tx_bit_uncertainty,pooled_gross_j_per_tx_bit_uncertainty,pooled_active_j_per_correct_bit_uncertainty,mean_ber,std_ber,mean_active_j_per_tx_bit,std_active_j_per_tx_bit,mean_active_j_per_tx_bit_uncertainty,plot_active_j_per_tx_bit_yerr,mean_gross_j_per_tx_bit_uncertainty,mean_active_j_per_correct_bit,std_active_j_per_correct_bit,mean_active_j_per_correct_bit_uncertainty,mean_sensing_active_j_per_tx_bit,mean_compute_active_j_per_tx_bit,mean_score_fraction,std_score_fraction
EVK4,500,OOK,300,3,2244,2244,35,2209,0.0155971,1,0.000360963,0,0.000360963,0.00663102,0.000366682,1.09157e-05,7.71859e-06,1.10887e-05,0.0155971,0.014295,0.000360963,1.3369e-05,1.89066e-05,2.31558e-05,1.3369e-05,0.000366818,1.73954e-05,1.92102e-05,0.000360963,0,1,0
