trial_id,status,sensor_type,modulation,frequency_hz,lux,distance_cm,bits_transmitted,bits_scored,bit_errors,sensing_window_s,sensing_power_w,sensing_idle_power_w,compute_window_s,compute_power_w,compute_idle_power_w,sensing_power_uncertainty_w,sensing_idle_power_uncertainty_w,compute_power_uncertainty_w,compute_idle_power_uncertainty_w,capture_file,power_log_file,decode_log_file,notes
s32_pixel7a_ook_300hz_t1,planned,Pixel7a,OOK,300,500,50,748,,,10,,,0,0,0,0.001,0.001,0,0,captures/3.2/pixel7a_ook_300hz_50cm_YYYYMMDD/pixel7a_ook_300hz_t1.mp4,pixel7a_ook_300hz_t1_power.csv,,"Matched EVK4 Section 3.2 condition; record Pixel video mode, fps, resolution, zoom, focus/exposure lock, idle W, and active recording W."
s32_pixel7a_ook_300hz_t2,planned,Pixel7a,OOK,300,500,50,748,,,10,,,0,0,0,0.001,0.001,0,0,captures/3.2/pixel7a_ook_300hz_50cm_YYYYMMDD/pixel7a_ook_300hz_t2.mp4,pixel7a_ook_300hz_t2_power.csv,,"Matched EVK4 Section 3.2 condition; record Pixel video mode, fps, resolution, zoom, focus/exposure lock, idle W, and active recording W."
s32_pixel7a_ook_300hz_t3,planned,Pixel7a,OOK,300,500,50,748,,,10,,,0,0,0,0.001,0.001,0,0,captures/3.2/pixel7a_ook_300hz_50cm_YYYYMMDD/pixel7a_ook_300hz_t3.mp4,pixel7a_ook_300hz_t3_power.csv,,"Matched EVK4 Section 3.2 condition; record Pixel video mode, fps, resolution, zoom, focus/exposure lock, idle W, and active recording W."
