video,source_path,codec_name,metadata_width,metadata_height,avg_fps,duration_s,metadata_frames,sampled_frames,packet_bits,packet_symbols,match_status,mean_pattern_correlation,min_pattern_correlation,mean_symbol_px,aggregate_symbols_scored,aggregate_symbol_errors,aggregate_symbol_match_rate,reverse_scan_frames,forward_scan_frames,mean_saturation_pct,mean_bright_pct,diagnostic_plot,sample_frame_dir,packet_source
7-14test5pixel.mp4,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\captures\3.2\7aVSevk4\7-14test5pixel.mp4,h264,1920,1080,30.00898664840808,6.231467,187,12,101010101010101011110000101001010011110001011010,48,weak_match_review,0.46290484070777893,0.36964765191078186,30.875,360,92,0.7444444444444445,7,5,11.1785306930542,46.10813903808594,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\plots\3.2\s32_pixel7a_packet_match_7_14_500_150000_7-14test5pixel_diagnostic.png,,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\pru1_pwm_CFK_continuous_1000Hz\main.c
7-14test6pixel.mp4,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\captures\3.2\7aVSevk4\7-14test6pixel.mp4,h264,1920,1080,30.00886489422025,5.565,167,11,101010101010101011110000101001010011110001011010,48,weak_match_review,0.46134909987449646,0.36442679166793823,30.863636016845703,331,73,0.7794561933534743,8,3,11.507195472717285,44.265377044677734,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\plots\3.2\s32_pixel7a_packet_match_7_14_500_150000_7-14test6pixel_diagnostic.png,,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\pru1_pwm_CFK_continuous_1000Hz\main.c
