source_video,video_duration_s,transmission_duration_s,frequency_hz,truth_bits,message_repeats,data_bits_transmitted,mean_sample_voltage_v,mean_sample_current_a,mean_sample_power_w,std_sample_power_w,whole_visible_delta_mwh,whole_visible_window_s,whole_visible_avg_power_w,rolling_30s_delta_mwh_min,rolling_30s_delta_mwh_max,rolling_30s_avg_power_w_min,rolling_30s_avg_power_w_max,estimated_30s_energy_j_min,estimated_30s_energy_j_max,estimated_gross_j_per_data_bit_min,estimated_gross_j_per_data_bit_max,notes
captures/3.2/bbb_energy.mov,77.266667,30,1500,10110010110,4085,44935,5.1363,0.3110,1.5969,0.1308,33,75,1.584,13,14,1.56,1.68,46.8,50.4,0.0010415,0.0011216,"USB meter video has no visual trigger marker for exact transmit start/end; all 30 s rolling windows in the sampled visible meter interval are 13-14 mWh. Values are gross BBB+transmitter input energy, not active-minus-idle energy."
