bit_index,kind,message_index,expected_bit,decoded_bit,median_value,sample_count,correct,video
1498,preamble,34,1,0,-0.0011995630338788033,32,0,7-1T5.mp4
1499,preamble,34,0,1,0.9862862825393677,178,0,7-1T5.mp4
1508,preamble,34,1,0,-0.0016970454016700387,33,0,7-1T5.mp4
1509,preamble,34,0,1,1.0084892511367798,177,0,7-1T5.mp4
1518,payload,34,0,1,1.0100563764572144,33,0,7-1T5.mp4
1519,payload,34,0,0,0.0033430373296141624,177,1,7-1T5.mp4
1528,preamble,35,0,1,1.0088680982589722,34,0,7-1T5.mp4
1529,preamble,35,1,0,0.0059077683836221695,176,0,7-1T5.mp4
1538,preamble,35,0,1,0.9974616765975952,34,0,7-1T5.mp4
1539,preamble,35,1,0,0.006520741619169712,176,0,7-1T5.mp4
1548,preamble,35,0,1,0.9908663034439087,35,0,7-1T5.mp4
1549,preamble,35,1,0,0.005765749141573906,175,0,7-1T5.mp4
1558,payload,35,0,1,1.0109533071517944,35,0,7-1T5.mp4
1559,payload,35,1,0,0.0060526467859745026,175,0,7-1T5.mp4
1568,preamble,36,1,0,0.0010048586409538984,36,0,7-1T5.mp4
1569,preamble,36,0,1,0.988135814666748,174,0,7-1T5.mp4
1578,preamble,36,1,0,0.0010048586409538984,36,0,7-1T5.mp4
1579,preamble,36,0,1,0.9554831981658936,174,0,7-1T5.mp4
1588,preamble,36,1,0,0.0010177766671404243,37,0,7-1T5.mp4
1589,preamble,36,0,1,0.9440241456031799,173,0,7-1T5.mp4
1598,preamble,36,1,0,0.0010177766671404243,37,0,7-1T5.mp4
1599,preamble,36,0,1,0.9565271139144897,173,0,7-1T5.mp4
1608,payload,36,1,0,0.0010456214658915997,38,0,7-1T5.mp4
1609,payload,36,1,1,0.7432961463928223,172,1,7-1T5.mp4
1618,preamble,37,0,1,0.9717822074890137,38,0,7-1T5.mp4
1619,preamble,37,1,1,0.9060122966766357,172,1,7-1T5.mp4
1628,preamble,37,0,1,0.9749176502227783,39,0,7-1T5.mp4
1629,preamble,37,1,1,0.8899264931678772,171,1,7-1T5.mp4
1638,preamble,37,0,1,0.9716675281524658,39,0,7-1T5.mp4
1639,preamble,37,1,1,0.9057008028030396,171,1,7-1T5.mp4
1648,payload,37,0,0,0.001136203296482563,40,1,7-1T5.mp4
1649,payload,37,1,0,0.0007955170585773885,170,0,7-1T5.mp4
1658,preamble,38,1,0,0.001136203296482563,40,0,7-1T5.mp4
1659,preamble,38,0,0,0.00151957874186337,170,1,7-1T5.mp4
1668,preamble,38,1,0,0.001136203296482563,41,0,7-1T5.mp4
1669,preamble,38,0,0,0.0014746441738680005,169,1,7-1T5.mp4
1678,preamble,38,1,0,0.001136203296482563,41,0,7-1T5.mp4
1679,preamble,38,0,0,0.0014746441738680005,169,1,7-1T5.mp4
1688,payload,38,1,0,0.001144686946645379,42,0,7-1T5.mp4
1689,payload,38,1,0,0.00151957874186337,168,0,7-1T5.mp4
1698,preamble,39,0,1,0.9738566875457764,42,0,7-1T5.mp4
1699,preamble,39,1,1,0.9364147782325745,168,1,7-1T5.mp4
1708,preamble,39,0,1,0.972201406955719,43,0,7-1T5.mp4
1709,preamble,39,1,1,0.9329888224601746,167,1,7-1T5.mp4
1718,preamble,39,0,1,0.9860861897468567,43,0,7-1T5.mp4
1719,preamble,39,1,1,0.9623754620552063,167,1,7-1T5.mp4
1728,preamble,39,0,1,0.9507358074188232,44,0,7-1T5.mp4
1729,payload,39,1,1,0.9222202301025391,166,1,7-1T5.mp4
1738,payload,39,1,1,0.9572688341140747,44,1,7-1T5.mp4
1739,payload,39,0,1,0.9555851221084595,166,0,7-1T5.mp4
1748,preamble,40,1,0,0.0,45,0,7-1T5.mp4
1749,preamble,40,0,0,0.0017582710133865476,165,1,7-1T5.mp4
1758,preamble,40,1,0,2.984492493851576e-05,45,0,7-1T5.mp4
1759,preamble,40,0,0,0.001742130029015243,165,1,7-1T5.mp4
1768,preamble,40,1,0,1.492246246925788e-05,46,0,7-1T5.mp4
1769,preamble,40,0,0,0.0009762515546754003,164,1,7-1T5.mp4
1778,payload,40,1,0,0.00012373228673823178,46,0,7-1T5.mp4
1779,payload,40,0,0,0.0008617265848442912,164,1,7-1T5.mp4
1788,preamble,41,0,1,0.9356479048728943,47,0,7-1T5.mp4
1789,preamble,41,1,1,0.9203426837921143,163,1,7-1T5.mp4
1798,preamble,41,0,1,0.9801235198974609,47,0,7-1T5.mp4
1799,preamble,41,1,1,0.9737339615821838,163,1,7-1T5.mp4
1808,preamble,41,0,1,0.9816602468490601,48,0,7-1T5.mp4
1809,preamble,41,1,1,0.9747356176376343,162,1,7-1T5.mp4
1818,payload,41,1,1,0.9817198514938354,48,1,7-1T5.mp4
1819,payload,41,0,1,0.9813674688339233,162,0,7-1T5.mp4
1828,preamble,42,1,0,0.0012944566551595926,49,0,7-1T5.mp4
1829,preamble,42,0,0,0.003092805854976177,161,1,7-1T5.mp4
1838,preamble,42,1,0,0.0013208742020651698,49,0,7-1T5.mp4
1839,preamble,42,0,0,0.0033579037990421057,161,1,7-1T5.mp4
1848,preamble,42,1,0,0.0015523876063525677,50,0,7-1T5.mp4
1849,preamble,42,0,0,0.0030646948143839836,160,1,7-1T5.mp4
1858,payload,42,1,0,0.0015566154615953565,50,0,7-1T5.mp4
1859,payload,42,0,0,0.0030646948143839836,160,1,7-1T5.mp4
1868,payload,42,0,1,0.9372469186782837,51,0,7-1T5.mp4
1869,preamble,43,1,1,0.9293481707572937,159,1,7-1T5.mp4
1878,preamble,43,0,1,0.9382248520851135,51,0,7-1T5.mp4
1879,preamble,43,1,1,0.9504501819610596,159,1,7-1T5.mp4
1888,preamble,43,0,1,0.9382151961326599,52,0,7-1T5.mp4
1889,preamble,43,1,1,0.9457852840423584,158,1,7-1T5.mp4
1898,preamble,43,0,1,0.9653946161270142,52,0,7-1T5.mp4
1899,preamble,43,1,1,0.9893783330917358,158,1,7-1T5.mp4
1908,payload,43,0,1,0.9650393724441528,53,0,7-1T5.mp4
1909,payload,43,1,1,0.9835091829299927,157,1,7-1T5.mp4
1918,preamble,44,1,0,0.36025556921958923,53,0,7-1T5.mp4
1919,preamble,44,0,0,-0.00037332752253860235,157,1,7-1T5.mp4
1928,preamble,44,1,1,0.762305736541748,54,1,7-1T5.mp4
1929,preamble,44,0,0,-0.0006772818742319942,156,1,7-1T5.mp4
1938,preamble,44,1,1,0.6898284554481506,54,1,7-1T5.mp4
1939,preamble,44,0,0,0.012893768027424812,156,1,7-1T5.mp4
1948,payload,44,0,1,1.0135921239852905,55,0,7-1T5.mp4
1949,payload,44,0,1,1.0992599725723267,155,0,7-1T5.mp4
1958,preamble,45,0,0,0.18308334052562714,55,1,7-1T5.mp4
1959,preamble,45,1,1,1.0052398443222046,155,1,7-1T5.mp4
1968,preamble,45,0,0,-0.0027736087795346975,56,1,7-1T5.mp4
1969,preamble,45,1,1,1.0539205074310303,154,1,7-1T5.mp4
1978,preamble,45,0,0,0.011720499955117702,56,1,7-1T5.mp4
1979,preamble,45,1,1,1.008384346961975,154,1,7-1T5.mp4
1988,payload,45,0,0,0.06206728518009186,57,1,7-1T5.mp4
1989,payload,45,1,1,0.9713435769081116,153,1,7-1T5.mp4
1998,preamble,46,1,1,0.9643564224243164,57,1,7-1T5.mp4
1999,preamble,46,0,0,-0.0002220749738626182,153,1,7-1T5.mp4
2008,preamble,46,1,1,0.9564222693443298,58,1,7-1T5.mp4
2009,preamble,46,0,0,-0.0003676601336337626,152,1,7-1T5.mp4
2018,preamble,46,1,1,0.9579739570617676,58,1,7-1T5.mp4
2019,preamble,46,0,0,-0.0003676601336337626,152,1,7-1T5.mp4
2028,preamble,46,1,1,1.0083250999450684,59,1,7-1T5.mp4
2029,preamble,46,0,0,-0.0005039920215494931,151,1,7-1T5.mp4
2038,payload,46,1,1,0.9883732795715332,59,1,7-1T5.mp4
2039,payload,46,1,0,-8.225965575547889e-05,151,0,7-1T5.mp4
2048,preamble,47,0,0,0.001787230372428894,60,1,7-1T5.mp4
2049,preamble,47,1,1,0.9741233587265015,150,1,7-1T5.mp4
2058,preamble,47,0,0,0.001787230372428894,60,1,7-1T5.mp4
2059,preamble,47,1,1,0.9741233587265015,150,1,7-1T5.mp4
2068,preamble,47,0,1,0.9835944771766663,61,0,7-1T5.mp4
2069,preamble,47,1,0,0.003452528268098831,149,0,7-1T5.mp4
2078,payload,47,0,1,0.9835944771766663,61,0,7-1T5.mp4
2079,payload,47,1,0,0.003452528268098831,149,0,7-1T5.mp4
2088,preamble,48,1,1,0.9793254733085632,62,1,7-1T5.mp4
2089,preamble,48,0,0,0.0034480667673051357,148,1,7-1T5.mp4
2098,preamble,48,1,1,0.9793254733085632,62,1,7-1T5.mp4
2099,preamble,48,0,0,0.0034480667673051357,148,1,7-1T5.mp4
2108,preamble,48,1,1,0.9749737977981567,63,1,7-1T5.mp4
2109,preamble,48,0,0,0.0034599951468408108,147,1,7-1T5.mp4
2118,payload,48,1,1,0.9749737977981567,63,1,7-1T5.mp4
2119,payload,48,1,0,0.0034599951468408108,147,0,7-1T5.mp4
2128,preamble,49,0,0,-0.004971825517714024,64,1,7-1T5.mp4
2129,preamble,49,1,1,0.9646440744400024,146,1,7-1T5.mp4
2138,preamble,49,0,0,-0.004971825517714024,64,1,7-1T5.mp4
2139,preamble,49,1,1,0.9646440744400024,146,1,7-1T5.mp4
2148,preamble,49,0,0,-0.004831877537071705,65,1,7-1T5.mp4
2149,preamble,49,1,1,0.9492068886756897,145,1,7-1T5.mp4
2158,preamble,49,0,0,-0.004831877537071705,65,1,7-1T5.mp4
2159,payload,49,1,1,0.9492068886756897,145,1,7-1T5.mp4
2168,payload,49,1,1,0.9700744152069092,66,1,7-1T5.mp4
2169,payload,49,0,0,0.014736286364495754,144,1,7-1T5.mp4
2178,preamble,50,1,1,0.9700744152069092,66,1,7-1T5.mp4
2179,preamble,50,0,0,0.014736286364495754,144,1,7-1T5.mp4
2188,preamble,50,1,1,0.979265034198761,67,1,7-1T5.mp4
2189,preamble,50,0,0,0.016502315178513527,143,1,7-1T5.mp4
2198,preamble,50,1,1,0.979265034198761,67,1,7-1T5.mp4
2199,preamble,50,0,0,0.016502315178513527,143,1,7-1T5.mp4
2208,payload,50,1,0,0.001956677995622158,68,0,7-1T5.mp4
2209,payload,50,0,1,0.9666643142700195,142,0,7-1T5.mp4
2218,preamble,51,0,0,0.001956677995622158,68,1,7-1T5.mp4
2219,preamble,51,1,1,0.9666643142700195,142,1,7-1T5.mp4
2228,preamble,51,0,0,0.0021742102690041065,69,1,7-1T5.mp4
2229,preamble,51,1,1,0.9749879240989685,141,1,7-1T5.mp4
2238,preamble,51,0,0,0.0021742102690041065,69,1,7-1T5.mp4
2239,preamble,51,1,1,0.9749879240989685,141,1,7-1T5.mp4
2248,payload,51,1,1,0.9620240330696106,70,1,7-1T5.mp4
2249,payload,51,0,0,0.006220655515789986,140,1,7-1T5.mp4
2258,preamble,52,1,1,0.9620240330696106,70,1,7-1T5.mp4
2259,preamble,52,0,0,0.006220655515789986,140,1,7-1T5.mp4
2268,preamble,52,1,1,1.0130910873413086,71,1,7-1T5.mp4
2269,preamble,52,0,0,0.007026632782071829,139,1,7-1T5.mp4
2278,preamble,52,1,1,1.0130910873413086,71,1,7-1T5.mp4
