source_video,video_duration_s,audio_baseline_event_s,audio_start_event_s,audio_stop_event_s,transmission_duration_s,estimated_transmit_end_s,frequency_hz,truth_bits,message_repeats,data_bits_transmitted,start_mwh,end_mwh,delta_mwh,estimated_energy_j,estimated_avg_power_w,mean_active_sample_voltage_v,mean_active_sample_current_a,mean_active_sample_power_w,std_active_sample_power_w,estimated_gross_j_per_data_bit,stop_marker_mwh,stop_marker_delta_mwh,stop_marker_elapsed_s,stop_marker_energy_j,stop_marker_avg_power_w,notes
captures/3.2/bbb_energy_2.MOV,60.666667,1.3,15.6,47.4,30,45.6,1500,10110010110,4085,44935,1383,1396,13,46.8,1.56,5.1355,0.30735,1.57813,0.09661,0.0010415,1397,14,31.8,50.4,1.58491,"Audio envelope shows strong events at 1.3 s, 15.6 s, and 47.4 s. Interpreting 15.6 s as the spoken start marker, the programmed 30 s run ends at 45.6 s. USB meter mWh resolution is 1 mWh, so energy uncertainty is roughly one count (3.6 J). Values are gross BBB+transmitter input energy, not active-minus-idle energy."
