sensor_type,modulation,frequency_hz,n_trials,total_bits_transmitted,total_bits_scored,total_bit_errors,total_correct_bits,pooled_ber,pooled_score_fraction,pooled_sensing_active_j_per_tx_bit,pooled_compute_active_j_per_tx_bit,pooled_active_j_per_tx_bit,pooled_gross_j_per_tx_bit,pooled_active_j_per_correct_bit,mean_ber,std_ber,mean_active_j_per_tx_bit,std_active_j_per_tx_bit,mean_active_j_per_correct_bit,std_active_j_per_correct_bit,mean_sensing_active_j_per_tx_bit,mean_compute_active_j_per_tx_bit,mean_score_fraction,std_score_fraction
EVK4,OOK,1500,3,4224,4224,1086,3138,0.257102,1,3.15536e-05,0,3.15536e-05,0.000351892,4.24737e-05,0.257102,0.01143,3.15536e-05,0,4.24804e-05,6.51822e-07,3.15536e-05,0,1,0
