trial_id,status,sensor_type,modulation,frequency_hz,lux,distance_cm,bits_transmitted,bits_scored,bit_errors,sensing_window_s,sensing_power_w,sensing_idle_power_w,compute_window_s,compute_power_w,compute_idle_power_w,sensing_power_uncertainty_w,sensing_idle_power_uncertainty_w,compute_power_uncertainty_w,compute_idle_power_uncertainty_w,capture_file,power_log_file,decode_log_file,notes
s32_energy_evk4_ook_synced_300hz_50cm_t1,ready,EVK4,OOK,300,500,50,748,748,21,10,0.496,0.469,0,0,0,0.001,0.001,0,0,captures/3.2/s32_energy_evk4_ook_synced_300hz_50cm_20260520/s32_energy_evk4_ook_synced_300hz_50cm_t1.raw,evk4_usb_meter_manual_reading,data/3.1/replication/s32_energy_evk4_ook_synced_300hz_50cm_decode_summary.csv,"validated 300 Hz, 50 cm, f/4 synced-transition condition; lux=500; idle=0.469 W; active=0.496 W; truth_bits=10110010110; preamble_bits=32 alternating; payload_bits=11; repeats=68; payload_bits_transmitted=748; actual_frequency_hz=300.030"
s32_energy_evk4_ook_synced_300hz_50cm_t2,ready,EVK4,OOK,300,500,50,748,748,14,10,0.497,0.469,0,0,0,0.001,0.001,0,0,captures/3.2/s32_energy_evk4_ook_synced_300hz_50cm_20260520/s32_energy_evk4_ook_synced_300hz_50cm_t2.raw,evk4_usb_meter_manual_reading,data/3.1/replication/s32_energy_evk4_ook_synced_300hz_50cm_decode_summary.csv,"validated 300 Hz, 50 cm, f/4 synced-transition condition; lux=500; idle=0.469 W; active=0.497 W; truth_bits=10110010110; preamble_bits=32 alternating; payload_bits=11; repeats=68; payload_bits_transmitted=748; actual_frequency_hz=300.030"
s32_energy_evk4_ook_synced_300hz_50cm_t3,ready,EVK4,OOK,300,500,50,748,748,0,10,0.495,0.469,0,0,0,0.001,0.001,0,0,captures/3.2/s32_energy_evk4_ook_synced_300hz_50cm_20260520/s32_energy_evk4_ook_synced_300hz_50cm_t3.raw,evk4_usb_meter_manual_reading,data/3.1/replication/s32_energy_evk4_ook_synced_300hz_50cm_decode_summary.csv,"validated 300 Hz, 50 cm, f/4 synced-transition condition; lux=500; idle=0.469 W; active=0.495 W; truth_bits=10110010110; preamble_bits=32 alternating; payload_bits=11; repeats=68; payload_bits_transmitted=748; actual_frequency_hz=300.030"
