video,source_path,codec_name,metadata_width,metadata_height,avg_fps,duration_s,metadata_frames,sampled_frames,packet_bits,packet_symbols,match_status,mean_pattern_correlation,min_pattern_correlation,mean_symbol_px,aggregate_symbols_scored,aggregate_symbol_errors,aggregate_symbol_match_rate,reverse_scan_frames,forward_scan_frames,mean_saturation_pct,mean_bright_pct,diagnostic_plot,sample_frame_dir,packet_source
7-14test3pixel.mp4,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\captures\3.2\7aVSevk4\7-14test3pixel.mp4,h264,1920,1080,30.008807616491215,5.2984,159,11,101010101010101011110000101001010011110001011010,48,packet_match_candidate,0.8201481103897095,0.7566317319869995,26.0,390,11,0.9717948717948718,11,0,14.50048828125,51.10808181762695,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\plots\3.2\s32_pixel7a_packet_match_7_14_500_7-14test3pixel_diagnostic.png,,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\pru1_pwm_CFK_continuous_1000Hz\main.c
7-14test4pixel.mp4,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\captures\3.2\7aVSevk4\7-14test4pixel.mp4,h264,1920,1080,29.828727327843175,5.498056,164,11,101010101010101011110000101001010011110001011010,48,packet_match_candidate,0.8949947953224182,0.879668116569519,26.5,385,2,0.9948051948051948,11,0,12.671838760375977,48.840572357177734,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\plots\3.2\s32_pixel7a_packet_match_7_14_500_7-14test4pixel_diagnostic.png,,C:\Users\rabis\OneDrive\Documents\School\LAB aka 195\Event-Driven-Camera-VLC\pru1_pwm_CFK_continuous_1000Hz\main.c
