video,frame_name,time_s,pattern_correlation,symbol_px,phase_symbols,scan_direction,symbols_scored,symbol_errors,symbol_match_rate,saturation_pct,bright_pct,packet_positions,expected_bits,recovered_bits
7-15pixeltest5.mp4,frame_0001.png,0.0,0.6056783199310303,61.0,37.5,forward,15,2,0.8666666666666667,10.216951682953312,40.89766558089033,38 39 40 41 42 43 44 45 46 47 00 01 02 03 04,000101101010101,000111001010101
7-15pixeltest5.mp4,frame_0002.png,0.5,0.38632261753082275,63.0,20.5,reverse,14,0,1.0,8.953007242958817,43.87158946783644,21 22 23 24 25 26 27 28 29 30 31 32 33 34,00010100101001,00010100101001
7-15pixeltest5.mp4,frame_0003.png,1.0,0.6562174558639526,65.0,1.0,forward,13,2,0.8461538461538461,5.82124122415294,39.95108984432411,02 03 04 05 06 07 08 09 10 11 12 13 14,1010101010101,1010101000111
7-15pixeltest5.mp4,frame_0004.png,1.5,0.524799644947052,60.5,1.0,reverse,14,1,0.9285714285714286,8.637216605392156,44.604013480392155,02 03 04 05 06 07 08 09 10 11 12 13 14 15,10101010101010,10001010101010
7-15pixeltest5.mp4,frame_0005.png,2.0,0.5567720532417297,65.5,40.5,reverse,14,2,0.8571428571428571,10.648390560209867,44.25747863247863,41 42 43 44 45 46 47 00 01 02 03 04 05 06,10110101010101,10110101110001
7-15pixeltest5.mp4,frame_0006.png,2.5,0.6081897616386414,73.0,41.0,forward,12,2,0.8333333333333334,13.612030035706784,41.11117674858223,42 43 44 45 46 47 00 01 02 03 04 05,011010101010,010011101010
7-15pixeltest5.mp4,frame_0007.png,3.0,0.3817577362060547,60.0,38.0,reverse,15,3,0.8,8.966144307752392,41.41952255418864,39 40 41 42 43 44 45 46 47 00 01 02 03 04 05,001011010101010,101010010101000
7-15pixeltest5.mp4,frame_0008.png,3.5,0.6466860175132751,65.0,42.5,forward,14,1,0.9285714285714286,6.6194313417190775,39.15055031446541,43 44 45 46 47 00 01 02 03 04 05 06 07 08,11010101010101,11010101010001
7-15pixeltest5.mp4,frame_0009.png,4.0,0.5138978958129883,63.0,40.0,forward,14,2,0.8571428571428571,12.15968578201127,44.685167001273804,41 42 43 44 45 46 47 00 01 02 03 04 05 06,10110101010101,10100101010100
7-15pixeltest5.mp4,frame_0010.png,4.5,0.6041588187217712,62.0,0.5,reverse,14,2,0.8571428571428571,10.492168462163292,45.893468111815814,01 02 03 04 05 06 07 08 09 10 11 12 13 14,01010101010101,01010111000101
7-15pixeltest5.mp4,frame_0011.png,5.0,0.5911872982978821,72.0,21.0,reverse,12,2,0.8333333333333334,9.036144578313253,43.49052459839358,22 23 24 25 26 27 28 29 30 31 32 33,001010010100,101110010100
