sensor_type,lux,modulation,frequency_hz,n_trials,total_bits_transmitted,total_bits_scored,total_bit_errors,total_correct_bits,pooled_ber,pooled_score_fraction,pooled_sensing_active_j_per_tx_bit,pooled_compute_active_j_per_tx_bit,pooled_active_j_per_tx_bit,pooled_gross_j_per_tx_bit,pooled_active_j_per_correct_bit,pooled_active_j_per_tx_bit_uncertainty,pooled_gross_j_per_tx_bit_uncertainty,pooled_active_j_per_correct_bit_uncertainty,mean_ber,std_ber,mean_active_j_per_tx_bit,std_active_j_per_tx_bit,mean_active_j_per_tx_bit_uncertainty,plot_active_j_per_tx_bit_yerr,mean_gross_j_per_tx_bit_uncertainty,mean_active_j_per_correct_bit,std_active_j_per_correct_bit,mean_active_j_per_correct_bit_uncertainty,mean_sensing_active_j_per_tx_bit,mean_compute_active_j_per_tx_bit,mean_score_fraction,std_score_fraction
EVK4,430,OOK,1000,3,4224,4224,1807,2417,0.427794,1,4.11364e-05,0,4.11364e-05,0.000524489,7.18908e-05,8.39693e-07,5.93752e-07,1.46746e-06,0.427794,0.0108721,4.11364e-05,1.01287e-05,1.45439e-06,1.02325e-05,1.02841e-06,7.20728e-05,1.87345e-05,2.54265e-06,4.11364e-05,0,1,0
