frequency_hz,n_trials,mar_mean,mar_std,ber_mean,ber_std,total_messages,correct_messages,pooled_mar,total_bits,bit_errors,pooled_ber
500.0,2,0.061446540880503144,0.0014465408805031457,0.44655803316180676,0.008593481989708412,309,19,0.061488673139158574,3399,1517,0.4463077375698735
1000.0,2,0.01947361840460115,0.002031757939484872,0.4728767419127509,0.0012247380026824684,358,7,0.019553072625698324,3938,1862,0.4728288471305231
1500.0,2,0.056969501718213064,0.004886168384879725,0.4418443455170259,0.0032314120587316475,193,11,0.05699481865284974,2123,938,0.4418276024493641
2000.0,2,0.016461184121392768,6.774149844194534e-05,0.49461763003288545,0.010265916172974843,243,4,0.01646090534979424,2673,1322,0.4945753834642724
2500.0,2,0.015686515748031496,6.151574803149595e-05,0.49306549749463136,0.004429133858267709,255,4,0.01568627450980392,2805,1383,0.493048128342246
3000.0,2,0.03871128871128871,0.00024975024975024823,0.47566827112281657,0.001309296763842227,155,6,0.03870967741935484,1705,811,0.4756598240469208
