aperture,aperture_f_number,raw_file,bias_file,capture_duration_s,analysis_start_s,analysis_end_s,analysis_duration_s,capture_events,roi_events,active_roi_events,roi_event_rate_eps,background_rate_eps,expected_edges,detected_edges,edge_detection_rate,timing_jitter_us,ber,mar,bit_errors,bits_scored,messages_scored,correct_messages,phase_s,threshold,on_fraction
C,0.0,s31_aperture_C_1500Hz_t1.raw,s31_aperture_C_1500Hz_t1.bias,14.481743,0.0,9.984323,9.984323,16508,6741,5461,546.9574652182226,826.0082600826008,10872,4192,0.3855776306107432,285328.6764905012,0.5171583383503914,0.0014716703458425313,7731,14949,1359,2,0.00036018000000000004,0.6264051387933012,0.004302032339415517
f11,11.0,s31_aperture_f11_1500Hz_t1.raw,s31_aperture_f11_1500Hz_t1.bias,14.735524,3.54216,13.539823,9.997663,77747423,63342670,63308826,6332362.473109966,2182.566569550783,10872,199,0.018303899926416484,162653.45105363353,0.49809351796106766,0.0007358351729212656,7446,14949,1359,1,8.004e-05,4044.9106569873975,0.4879296846817477
f8,8.0,s31_aperture_f8_1500Hz_t1.raw,s31_aperture_f8_1500Hz_t1.bias,14.395809,3.44316,13.440823,9.997663,145954851,99255878,99226731,9924992.57076379,3986.7273664568315,10872,315,0.028973509933774833,262575.0279548916,0.4946819185229781,0.0,7395,14949,1359,0,1.3340000000000001e-05,6444.15721098592,0.4836919179738655
f5p6,5.6,s31_aperture_f5p6_1500Hz_t1.raw,s31_aperture_f5p6_1500Hz_t1.bias,15.163920999999998,3.78391,13.781573,9.997663,279174758,135254307,135210102,13524170.79871566,6926.952640320938,10872,2715,0.24972406181015452,1451.07715231817,0.4974914710014048,0.0029433406916850625,7437,14949,1359,4,0.00044022,8976.177008273286,0.48523923899887345
f4,4.0,s31_aperture_f4_1500Hz_t1.raw,s31_aperture_f4_1500Hz_t1.bias,15.035706,3.99616,13.993822999999999,9.997663,322867616,142166314,142120476,14215369.731906347,7652.336677789832,10872,4075,0.3748160412067697,1598.0689145293281,0.49254130711084354,0.008830022075055188,7363,14949,1359,12,8.004e-05,9462.103816386443,0.49045083211484264
f2p8,2.8,s31_aperture_f2p8_1500Hz_t1.raw,s31_aperture_f2p8_1500Hz_t1.bias,14.41185,3.26966,13.267323,9.997663,339898703,145592456,145532715,14556673.394572312,13238.644878535144,10872,7544,0.6938925680647535,10522.047364792907,0.49535085958927016,0.007358351729212656,7405,14949,1359,10,0.00028014,9692.818254603682,0.5100574235796943
f2,2.0,s31_aperture_f2_1500Hz_t1.raw,s31_aperture_f2_1500Hz_t1.bias,14.223897,3.3029100000000002,13.300573,9.997663,345034640,147030378,146992662,14702702.221509168,7807.019535714557,10872,8771,0.8067512877115526,9389.667601300494,0.49762525921466316,0.008830022075055188,7439,14949,1359,12,0.0,9787.707032292501,0.5331184484882437
