aperture,aperture_f_number,raw_file,bias_file,capture_duration_s,analysis_start_s,analysis_end_s,analysis_duration_s,capture_events,roi_events,active_roi_events,roi_event_rate_eps,background_rate_eps,expected_edges,detected_edges,edge_detection_rate,timing_jitter_us,ber,mar,bit_errors,bits_scored,messages_scored,correct_messages,phase_s,threshold,on_fraction
C,0.0,s31_aperture_C_1500Hz_t1.raw,s31_aperture_C_1500Hz_t1.bias,14.481743,0.0,9.984323,9.984323,16508,6741,5461,546.9574652182226,826.0082600826008,10872,4192,0.3855776306107432,285328.6764905012,0.5171583383503914,0.0014716703458425313,7731,14949,1359,2,0.00036018000000000004,0.6264051387933012,0.004302032339415517
f11,11.0,s31_aperture_f11_1500Hz_t1.raw,s31_aperture_f11_1500Hz_t1.bias,14.735524,3.54216,13.539823,9.997663,77747423,63342670,63308826,6332362.473109966,2182.566569550783,10872,1860,0.17108167770419427,36007.41854748202,0.49849488260084285,0.0007358351729212656,7452,14949,1359,1,9.338e-05,4224.338299490133,0.4879296846817477
f8,8.0,s31_aperture_f8_1500Hz_t1.raw,s31_aperture_f8_1500Hz_t1.bias,14.395809,3.44316,13.440823,9.997663,145954851,99255878,99226731,9924992.57076379,3986.7273664568315,10872,1651,0.15185798381162618,32335.033923624163,0.4968894240417419,0.0007358351729212656,7428,14949,1359,1,0.00044022,6620.409661062184,0.4836919179738655
f5p6,5.6,s31_aperture_f5p6_1500Hz_t1.raw,s31_aperture_f5p6_1500Hz_t1.bias,15.163920999999998,3.78391,13.781573,9.997663,279174758,135254307,135210102,13524170.79871566,6926.952640320938,10872,2715,0.24972406181015452,1451.135129563172,0.4978259415345508,0.0029433406916850625,7442,14949,1359,4,0.00044022,9021.558948912692,0.48523923899887345
f4,4.0,s31_aperture_f4_1500Hz_t1.raw,s31_aperture_f4_1500Hz_t1.bias,15.035706,3.99616,13.993822999999999,9.997663,322867616,142166314,142120476,14215369.731906347,7652.336677789832,10872,4078,0.37509197939661515,1111.6657122545655,0.4965549535085959,0.009565857247976454,7423,14949,1359,13,0.00012006000000000001,9482.283159861221,0.49045083211484264
f2p8,2.8,s31_aperture_f2p8_1500Hz_t1.raw,s31_aperture_f2p8_1500Hz_t1.bias,14.41185,3.26816,13.265823,9.997663,339898703,145592456,145532722,14556674.09473594,13222.996355758729,10872,7619,0.7007910228108903,7831.3112176279765,0.49421365977657367,0.007358351729212656,7388,14949,1359,10,0.00044022,9709.946557245796,0.5100574235796943
f2,2.0,s31_aperture_f2_1500Hz_t1.raw,s31_aperture_f2_1500Hz_t1.bias,14.223897,3.3029100000000002,13.300573,9.997663,345034640,147030378,146992662,14702702.221509168,7807.019535714557,10872,8771,0.8067512877115526,9389.667601300494,0.49702321225500035,0.008830022075055188,7430,14949,1359,12,0.0006269800000000001,9807.356551908193,0.5331184484882437
