frequency_hz,n_trials,mar_mean,mar_std,ber_mean,ber_std,total_messages,correct_messages,pooled_mar,total_bits,bit_errors,pooled_ber
500.0,2,0.0,0.0,0.5096670934699103,0.0005761843790013099,821,0,0.0,9031,4603,0.5096888495183257
1000.0,2,0.0,0.0,0.5236028487641391,0.002027649769585249,1426,0,0.0,15686,8216,0.5237791661354073
1500.0,2,0.0,0.0,0.5269324043474762,0.0016044984225553893,1782,0,0.0,19602,10332,0.527089072543618
2000.0,2,0.0,0.0,0.530841654227594,0.00024153539218102482,2178,0,0.0,23958,12718,0.5308456465481259
2500.0,2,0.0,0.0,0.5332558551821436,9.581583972406715e-05,2616,0,0.0,28776,15345,0.533256880733945
3000.0,2,0.0,0.0,0.5349391075869752,7.357603051044714e-05,3052,0,0.0,33572,17959,0.5349398308113904
