frequency_hz,n_trials,decode_modes,decode_rules,reliability_labels,mar_mean,mar_std,ber_mean,ber_std,total_messages,correct_messages,pooled_mar,total_bits,bit_errors,pooled_ber
300.0,4,synced_transition,synced_transition,standard_analysis,0.5073529411764706,0.024386946987907335,0.2292780748663102,0.018918411361076082,272,138,0.5073529411764706,2992,686,0.22927807486631016
