frequency_hz,n_trials,decode_modes,decode_rules,reliability_labels,mar_mean,mar_std,ber_mean,ber_std,total_messages,correct_messages,pooled_mar,total_bits,bit_errors,pooled_ber
100.0,1,synced_transition,synced_transition,standard_analysis,1.0,0.0,0.0,0.0,22,22,1.0,242,0,0.0
1000.0,1,synced_transition,synced_transition,standard_analysis,0.05194805194805195,0.0,0.45021645021645024,0.0,231,12,0.05194805194805195,2541,1144,0.45021645021645024
1500.0,1,synced_transition,synced_transition,standard_analysis,0.0,0.0,0.48598375687712864,0.0,347,0,0.0,3817,1855,0.48598375687712864
