frequency_hz,n_trials,decode_modes,decode_rules,reliability_labels,mar_mean,mar_std,ber_mean,ber_std,total_messages,correct_messages,pooled_mar,total_bits,bit_errors,pooled_ber
1000.0,3,transition,hybrid_locked_transition,locked_hybrid_band,0.1015625,0.0,0.4277935606060606,0.008877051732600715,384,39,0.1015625,4224,1807,0.4277935606060606
