frequency_hz,n_trials,mar_mean,mar_std,ber_mean,ber_std,total_messages,correct_messages,pooled_mar,total_bits,bit_errors,pooled_ber
500.0,2,0.08520980994793953,0.07586401555541616,0.4413364657045269,0.04719369572283075,363,26,0.07162534435261708,3993,1796,0.44978712747307786
1000.0,2,0.029618800086636345,0.0033030106129521355,0.469859412841869,0.01611140646228365,357,11,0.03081232492997199,3927,1868,0.4756811815635345
1500.0,2,0.015375586854460093,0.0012910798122065725,0.49422215108834827,0.019222151088348294,262,4,0.015267175572519083,2882,1429,0.4958362248438584
2000.0,2,0.004629629629629629,0.004629629629629629,0.4759259259259259,0.04259259259259257,438,1,0.00228310502283105,4818,2189,0.454337899543379
2500.0,2,0.005520276546819559,0.00012944096730473434,0.4618280664011396,0.0004215483908480422,725,4,0.005517241379310344,7975,3683,0.4618181818181818
3000.0,2,0.0,0.0,0.4624809962705181,0.0007853885074945999,789,0,0.0,8679,4013,0.4623804585781772
