frequency_hz,n_trials,ber_mean,ber_std,mar_mean,edge_detection_rate_mean,timing_jitter_us_mean,matched_edges_mean,false_edges_mean,roi_event_rate_eps_mean,background_rate_eps_mean
100.0,2,0.019027484143763214,0.006342494714587738,0.9534883720930232,0.8232558139534885,2558.2251954960316,354.0,76.0,3736501.724137931,7479.836128093893
500.0,2,0.261010101010101,0.009292929292929297,0.18666666666666668,0.8224444444444445,518.6299670676879,1850.5,399.5,11693717.635270542,7268.167597557958
