frequency_hz,n_trials,ber_mean,ber_std,mar_mean,edge_detection_rate_mean,timing_jitter_us_mean,matched_edges_mean,false_edges_mean,roi_event_rate_eps_mean,background_rate_eps_mean
100.0,2,0.23995771670190275,0.0010570824524312877,0.4767441860465116,0.8965116279069767,2400.460696370209,385.5,651.0,3736501.724137931,7479.836128093893
500.0,2,0.4509090909090909,0.03636363636363635,0.09777777777777778,0.8224444444444445,518.6299670676879,1850.5,399.5,11693717.635270542,7268.167597557958
