sensor_type,lighting_source,visibility_condition,lux,n_trials,total_bits_transmitted,total_bits_scored,total_bit_errors,total_correct_bits,pooled_ber,pooled_score_fraction,mean_ber,std_ber,mean_score_fraction,std_score_fraction,mean_actual_frequency_hz,mean_frequency_error_fraction,mean_event_rate_per_s,std_event_rate_per_s,mean_max_event_gap_ms,mean_long_event_gap_fraction
EVK4,artificial_room,LOS,540,3,4224,4224,1086,3138,0.257102,1,0.257102,0.01143,1,0,1513.98,0.00932,1.23615e+07,16234.9,,
