trial_id,sensor_type,modulation,frequency_hz,actual_frequency_hz,lux,lighting_source,visibility_condition,scenario,distance_cm,angle_deg,bits_transmitted,bits_scored,bit_errors,active_start_s,active_end_s,capture_file,decode_log_file,total_events,raw_duration_s,active_duration_s,event_rate_per_s,max_event_gap_ms,long_event_gap_count,long_event_gap_fraction,notes,score_fraction,ber,correct_bits,frequency_error_fraction
s33_evk4_ook_1500hz_lux540_los_t1,EVK4,OOK,1500,1514.24,540,artificial_room,LOS,controlled_baseline,50,0,1408,1408,377,2.1,3.06582,s32_evk4_ook_1500hz_energy_t1.raw,data/3.1/replication/s32_evk4_ook_1500hz_energy_decode_summary.csv,11950906,4.88393,0.965816,1.23739e+07,,0,,Seeded from Section 3.2 receiver-only capture; use as controlled LOS reference only.,1,0.267756,1031,0.00949422
s33_evk4_ook_1500hz_lux540_los_t2,EVK4,OOK,1500,1513.85,540,artificial_room,LOS,controlled_baseline,50,0,1408,1408,364,2.25,3.21582,s32_evk4_ook_1500hz_energy_t2.raw,data/3.1/replication/s32_evk4_ook_1500hz_energy_decode_summary.csv,11921195,4.50776,0.965816,1.23431e+07,,0,,Seeded from Section 3.2 receiver-only capture; use as controlled LOS reference only.,1,0.258523,1044,0.00923289
s33_evk4_ook_1500hz_lux540_los_t3,EVK4,OOK,1500,1513.85,540,artificial_room,LOS,controlled_baseline,50,0,1408,1408,345,1.95,2.91582,s32_evk4_ook_1500hz_energy_t3.raw,data/3.1/replication/s32_evk4_ook_1500hz_energy_decode_summary.csv,11944741,3.79559,0.965816,1.23675e+07,,0,,Seeded from Section 3.2 receiver-only capture; use as controlled LOS reference only.,1,0.245028,1063,0.00923289
