sensor_type,lighting_source,visibility_condition,lux,n_trials,total_bits_transmitted,total_bits_scored,total_bit_errors,total_correct_bits,pooled_ber,pooled_score_fraction,mean_ber,std_ber,mean_score_fraction,std_score_fraction,mean_actual_frequency_hz,mean_frequency_error_fraction,mean_event_rate_per_s,std_event_rate_per_s,mean_max_event_gap_ms,mean_long_event_gap_fraction
EVK4,artificial_room,LOS,530,12,8976,8976,1882,7094,0.20967,1,0.20967,0.129126,1,0,300.545,0.00338952,6.4704e+06,583037,,
